Balance,BonusMiles,BonusTrans,DaysSinceEnroll,FlightMiles,FlightTrans
468175,141615,22,7348,0,0
135149,15300,19,5267,3800,17
43326,4164,12,4881,0,0
8350,2125,10,4967,0,0
7560,0,0,5833,0,0
35088,320,2,2362,0,0
37965,2250,5,1998,0,0
32708,11556,13,2035,0,0
102339,47498,19,6156,0,0
118844,28731,17,8289,400,2
18059,0,0,2019,0,0
9646,3445,11,2140,0,0
11005,5736,3,1609,0,0
165534,71312,18,5736,1000,2
1500,1500,1,235,0,0
54005,1500,5,7099,0,0
208825,42007,23,3369,0,0
1344,1134,9,7498,0,0
39601,3733,9,6450,0,0
129871,15776,22,7752,0,0
35185,5957,7,1439,0,0
220267,8500,4,4716,0,0
9862,1693,3,309,693,2
30034,15816,6,2908,0,0
5195,33050,3,5755,50,1
9375,1750,7,6826,0,0
151336,11400,6,2742,1000,4
19479,2250,4,4625,0,0
32510,14568,13,4341,0,0
20773,13619,14,2765,0,0
85955,34197,22,2046,600,2
152063,34257,19,6159,1100,3
5112,0,0,4020,0,0
21854,500,1,1100,500,1
200,200,1,5254,200,1
109649,22136,13,3812,0,0
24093,1750,7,6819,0,0
444159,0,0,5993,0,0
43090,11411,10,6259,0,0
50001,4853,12,4023,0,0
46855,8845,17,4379,0,0
49519,25762,18,1522,0,0
7685,500,4,2406,0,0
133309,23987,13,7415,0,0
59805,2900,7,2802,1700,5
65706,21958,17,4534,0,0
134060,46606,13,6637,0,0
22074,6039,15,7404,0,0
49891,500,1,6392,500,1
21842,3250,19,929,0,0
72768,290,3,2762,0,0
199273,58457,14,3217,0,0
16773,140,2,2525,0,0
192104,39010,53,8289,1750,8
16803,1287,6,6291,0,0
127588,11297,11,1906,0,0
54148,40233,14,5949,350,1
43255,2691,3,2864,750,1
29836,16165,3,815,0,0
49749,13609,18,3265,0,0
82120,8000,3,5619,0,0
14231,4950,24,3917,1700,5
30486,0,0,5051,0,0
20885,751,12,1494,0,0
9128,0,0,1424,0,0
35569,27119,21,3357,0,0
14494,500,1,575,0,0
159109,19554,24,4138,1557,6
27102,27102,9,2563,0,0
140527,3500,14,4023,0,0
62183,38635,18,5738,0,0
15283,1250,3,7132,0,0
61285,55027,22,2412,0,0
37252,15774,19,5842,0,0
56186,27538,20,1926,400,4
38307,1500,3,2151,1500,3
192108,10200,3,4656,200,2
7342,0,0,4604,0,0
186892,63444,13,3732,500,1
58229,53108,16,6137,500,1
24598,0,0,7040,0,0
58703,46473,34,7296,950,4
21915,1875,8,1518,0,0
238641,61971,15,5849,850,2
63121,16634,16,1349,150,1
13886,0,0,6465,0,0
41487,10885,7,6451,0,0
56756,10851,14,2068,0,0
48256,9690,2,3979,0,0
23315,705,5,3309,50,1
25395,2000,1,6624,0,0
133853,68136,14,4960,0,0
18150,240,2,2538,0,0
59179,18908,15,3530,0,0
43179,11915,6,6214,0,0
76742,17910,13,5547,0,0
10120,0,0,6864,0,0
36298,3100,5,6865,600,3
44197,2500,1,3831,0,0
125077,21881,14,5905,0,0
20674,16876,22,2528,0,0
69882,180,6,7582,0,0
95100,1250,3,5671,1250,3
14710,3500,2,3149,0,0
52139,16314,14,3965,250,1
39947,1750,7,3922,0,0
13873,4833,20,6519,0,0
6371,1404,8,5905,0,0
322454,44591,23,5961,250,1
52577,441,12,5804,0,0
95759,9198,12,2231,6195,8
47160,0,0,1898,0,0
19839,36375,15,1535,0,0
117860,62758,15,8296,0,0
36887,9048,11,4951,0,0
93848,1600,4,4475,1500,3
128664,44298,16,5155,50,1
19918,17601,11,6863,0,0
126787,35021,17,6701,0,0
152945,18604,6,7598,3604,2
219387,105913,21,5951,150,2
5264,0,0,4496,0,0
68224,28916,16,1258,0,0
17388,0,0,4232,0,0
39020,1295,4,4246,0,0
11447,1945,13,5902,0,0
20810,1713,13,6225,0,0
9389,4195,5,1509,695,2
50016,13495,14,4548,0,0
42999,33801,12,5653,350,1
664,0,0,2108,0,0
25054,32592,17,486,3409,6
152367,43406,24,3938,700,3
75680,23159,14,3397,0,0
25681,14941,20,2468,2963,16
40255,2975,13,2880,750,2
161281,6321,8,3399,175,1
67904,81,1,5764,0,0
11692,0,0,95,0,0
73639,4709,10,4341,2709,9
29125,10930,14,5945,0,0
120622,25675,14,3040,500,1
11836,5075,14,2479,350,1
145233,9366,5,2626,4866,3
17051,1150,4,6868,1150,4
20681,0,0,4939,0,0
18302,2197,10,6569,0,0
28553,13844,5,5517,0,0
20642,4977,13,1614,0,0
122928,12211,14,6443,0,0
114549,5000,4,3760,1000,2
35033,1000,1,2913,0,0
354807,6000,12,4597,3500,11
287033,26161,58,2272,12873,53
29056,4354,14,715,0,0
45485,8417,4,759,0,0
23139,8156,14,3578,0,0
642756,37889,15,4841,1000,2
8210,9122,16,3312,0,0
95118,23188,23,6865,2200,7
15088,0,0,3650,0,0
1000,375,3,1382,0,0
55406,38118,18,4310,500,1
87633,69237,37,2068,4050,9
89708,8000,4,3173,0,0
16153,180,1,6491,0,0
47258,24768,19,7659,0,0
1846,450,1,6471,0,0
104338,2500,1,5982,0,0
10702,200,2,5272,200,2
163315,8035,29,3120,0,0
112197,32108,16,2013,0,0
66300,4750,6,1884,1150,3
165203,36666,20,3239,0,0
49050,18436,16,2426,0,0
98232,56687,14,3867,500,1
36805,13018,16,3799,0,0
26858,34308,17,6606,900,3
380930,22485,25,6539,213,1
196175,33886,13,3775,0,0
11952,0,0,3244,0,0
220081,52574,21,7626,500,1
91048,51580,20,2669,100,1
24523,100,1,7493,0,0
60313,10000,26,7829,3250,9
92533,2220,4,1905,2220,4
333346,52013,31,4469,4309,12
41247,0,0,2407,0,0
71627,3225,9,5793,600,2
22011,0,0,2167,0,0
59113,46808,32,5435,0,0
28495,49442,15,6912,0,0
16489,4851,27,4064,0,0
39859,3675,8,2272,0,0
51082,40878,13,3524,0,0
26939,29264,15,6148,0,0
305519,79216,27,5724,650,3
55661,15107,13,5387,0,0
5269,22697,13,604,0,0
55356,23871,15,4660,0,0
21599,5561,13,5302,0,0
55788,24831,12,7314,0,0
75556,2790,6,2712,0,0
135488,57787,16,4117,0,0
99502,19678,28,4182,600,2
21708,12811,13,4100,0,0
21615,5043,13,1069,1000,2
20010,0,0,1302,0,0
7254,0,0,4323,0,0
10794,0,0,3712,0,0
174286,11850,18,1950,2100,5
49052,46718,17,6575,0,0
44665,333,2,3601,333,2
84868,33187,15,6057,0,0
9125,750,6,1174,0,0
4680,135,3,1646,0,0
50325,11930,14,7155,0,0
83006,45167,13,4906,0,0
10732,1296,6,8296,0,0
6875,4625,30,581,0,0
315273,12584,9,5079,4084,4
15682,5025,6,3298,500,1
114868,45996,22,3204,0,0
30962,97683,37,7360,6400,18
369816,46942,35,6340,7266,17
37529,25706,14,2558,0,0
210018,48914,16,6217,0,0
20498,7826,20,5491,7226,18
23329,6326,3,4008,0,0
45533,12247,20,1486,0,0
9862,31280,15,4545,0,0
15326,0,0,4140,0,0
35094,4000,11,4944,0,0
80534,20715,17,3949,0,0
30178,14422,15,3656,0,0
121779,3500,3,634,1000,2
83237,35287,18,6837,0,0
96053,2200,6,4391,2200,6
3016,0,0,1398,0,0
28577,48564,14,3586,0,0
276571,42044,23,7872,0,0
28848,0,0,3069,0,0
96522,61105,19,6924,0,0
